transactionid,ventureid,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,timing,currency,remarks,specificationcategory,dateoftransaction,transaction_year
GD073_T004,GD073,Expenditure,Cargo (cargaison),174861,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD073_T005,GD073,Expenditure,Value of ship (Valeur du navire),18000,,0,,Outfitting,Livres tournois,,Value of ship before departure,,
GD073_T006,GD073,Expenditure,Various (Frais divers),1763,,0,,Outfitting,Livres tournois,,Various,,
GD073_T007,GD073,Expenditure,Commission,5100,,0,,Outfitting,Livres tournois,,Commission,,
GD073_T008,GD073,Return,vente déesclaves,364088,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD074_T001,GD074,Expenditure,Outfiting (Armement),32140,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD074_T002,GD074,Expenditure,Cargo (cargaison),109677,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD075_T001,GD075,Expenditure,Outfiting (Armement),97171,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD075_T002,GD075,Expenditure,Victuals (Vivres équipage),21148,,0,,Outfitting,Livres tournois,,Victuals,,
GD075_T003,GD075,Expenditure,Various (Frais divers),1437,,0,,Outfitting,Livres tournois,,Various,,
GD075_T004,GD075,Expenditure,VIVRE DES NOIRS (?),14954,,0,,Outfitting,Livres tournois,,Victuals,,
GD075_T005,GD075,Expenditure,Cargo (cargaison),291484,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD075_T006,GD075,Expenditure,frais de cargaison,2665,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD075_T007,GD075,Expenditure,Advance pay to crew (Avances),4911,,0,,Outfitting,Livres tournois,,Crew costs,,
GD075_T008,GD075,Expenditure,commission du capitaine et des officiers,88770,,0,,Return,Livres tournois,,Crew costs,,
GD075_T009,GD075,Expenditure,frais de séjour,29395,,0,,Return,Livres tournois,,Various,,
GD075_T010,GD075,Expenditure,Wages for the Crew (Gages de lééquipage),29294,,0,,Return,Livres tournois,,Crew costs,,
GD075_T011,GD075,Return,vente déesclaves,1176411,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD076_T001,GD076,Expenditure,Outfiting (Armement),52269,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD076_T002,GD076,Expenditure,Victuals (Vivres équipage),9106,,0,,Outfitting,Livres tournois,,Victuals,,
GD076_T003,GD076,Expenditure,Various (Frais divers),815,,0,,Outfitting,Livres tournois,,Various,,
GD076_T004,GD076,Expenditure,VIVRE DES NOIRS (?),8443,,0,,Outfitting,Livres tournois,,Victuals,,
GD076_T005,GD076,Expenditure,Cargo (cargaison),101813,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD076_T006,GD076,Expenditure,frais de cargaison,1422,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD076_T007,GD076,Expenditure,Advance pay to crew (Avances),2784,,0,,Outfitting,Livres tournois,,Crew costs,,
GD076_T008,GD076,Expenditure,commission du capitaine et des officiers,26462,,0,,Return,Livres tournois,,Crew costs,,
GD076_T009,GD076,Expenditure,frais de séjour,16098,,0,,Return,Livres tournois,,Various,,
GD076_T010,GD076,Expenditure,Wages for the Crew (Gages de lééquipage),20362,,0,,Return,Livres tournois,,Crew costs,,
GD076_T011,GD076,Return,vente déesclaves,387287,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD077_T001,GD077,Expenditure,Outfiting (Armement),9058,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD077_T002,GD077,Expenditure,Victuals (Vivres équipage),1198,,0,,Outfitting,Livres tournois,,Victuals,,
GD077_T003,GD077,Expenditure,Various (Frais divers),161,,0,,Outfitting,Livres tournois,,Various,,
GD077_T004,GD077,Expenditure,VIVRE DES NOIRS (?),721,,0,,Outfitting,Livres tournois,,Victuals,,
GD077_T005,GD077,Expenditure,Cargo (cargaison),9546,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD077_T006,GD077,Expenditure,frais de cargaison,75,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD077_T007,GD077,Expenditure,Advance pay to crew (Avances),772,,0,,Outfitting,Livres tournois,,Crew costs,,
GD077_T008,GD077,Return,Balance des pertes,800,,0,,Return,Livres tournois,,Unspecified in source,,
GD078_T001,GD078,Expenditure,Outfiting (Armement),50103,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD078_T002,GD078,Expenditure,Value of ship (Valeur du navire),24050,,0,,Outfitting,Livres tournois,,Value of ship before departure,,
GD078_T003,GD078,Expenditure,Advance pay to crew (Avances),5683,,0,,Outfitting,Livres tournois,,Crew costs,,
GD078_T004,GD078,Expenditure,Victuals (Vivres équipage),23028,,0,,Outfitting,Livres tournois,,Victuals,,
GD078_T005,GD078,Expenditure,VIVRE DES NOIRS (?),19734,,0,,Outfitting,Livres tournois,,Victuals,,
GD078_T006,GD078,Expenditure,Cargo (cargaison),251305,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD078_T007,GD078,Expenditure,Frais d’armement,1665,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD078_T008,GD078,Expenditure,Various (Déduction pour divers),4356,,0,,Outfitting,Livres tournois,,Various,,
GD078_T009,GD078,Expenditure,Assurances,9000,,0,,Return,Livres tournois,,Insurance costs,,
GD078_T010,GD078,Expenditure,frais de séjour,114157,,0,,Transactions during voyage,Livres tournois,,Various,,
GD078_T011,GD078,Expenditure,frais de desarmement,99413,,0,,Return,Livres tournois,,Various,,
GD078_T012,GD078,Return,vente d’esclaves,932184,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD078_T013,GD078,Return,vente diverse,16595,,0,,Transactions during voyage,Livres tournois,,Various,,
GD078_T014,GD078,Expenditure,Commission à 3%,7831,,0,,Return,Livres tournois,,Commission,,
GD080_T001,GD080,Expenditure,Outfiting (Armement),49585,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD080_T002,GD080,Expenditure,Victuals (Vivres),28726,,0,,Outfitting,Livres tournois,,Victuals,,
GD080_T003,GD080,Expenditure,Advance pay to crew (Avances),4910,,0,,Outfitting,Livres tournois,,Crew costs,,
GD080_T004,GD080,Expenditure,Cargo (cargaison),178671,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD080_T005,GD080,Expenditure,Assurances,12194,,0,,Unknown,Livres tournois,,Insurance costs,,
GD080_T006,GD080,Expenditure,Various (Déduction pour divers),602,,0,,Outfitting,Livres tournois,,Various,,
GD080_T007,GD080,Expenditure,Wages for the Crew (Gages de lééquipage),28419,,0,,Return,Livres tournois,,Crew costs,,
GD080_T008,GD080,Expenditure,Various (Frais divers),19173,,0,,Return,Livres tournois,,Various,,
GD080_T009,GD080,Expenditure,oublis divers,300,,0,,Return,Livres tournois,,Various,,
GD080_T010,GD080,Return,reçu pour fret des marchandises,28633,,0,,Return,Livres tournois,,Freight compensation,,
GD080_T011,GD080,Expenditure,Value of ship (Valeur du navire),17000,,0,,Outfitting,Livres tournois,,Value of ship before departure,,
GD081_T001,GD081,Expenditure,Outfiting (Armement),28734,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD081_T002,GD081,Expenditure,Value of ship (Valeur du navire),20000,,0,,Outfitting,Livres tournois,,Value of ship before departure,,
GD081_T003,GD081,Expenditure,Victuals (Vivres chambre),23900,,0,,Outfitting,Livres tournois,,Victuals,,
GD081_T004,GD081,Expenditure,Advance pay to crew (Avances),3026,,0,,Outfitting,Livres tournois,,Crew costs,,
GD081_T005,GD081,Expenditure,Cargo (cargaison),152528,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD081_T006,GD081,Expenditure,Various (Frais divers),1537,,0,,Outfitting,Livres tournois,,Various,,
GD081_T007,GD081,Expenditure,Commission,4591,,0,,Outfitting,Livres tournois,,Commission,,
GD081_T008,GD081,Expenditure,Insurance (Assurances),0,,0,,Unknown,Livres tournois,N.S.é?,Insurance costs,,
GD103_T001,GD103,Expenditure,Various (Total des frais),205933,,0,,Outfitting,Livres tournois,,Various,,
GD103_T002,GD103,Return,Not specified,202136,,0,,Return,Livres tournois,,Unspecified in source,,
GD103_T003,GD103,Return,Créances à recouvrer,39415.379,,0,OR,Return,Livres tournois,Créances réparties en proportion du coût de l’expédition p. 198,Doubtful credit,,
GD104_T001,GD104,Expenditure,Various (Total des frais),159069,,0,,Outfitting,Livres tournois,,Various,,
GD104_T002,GD104,Return,Not specified,162078,,0,,Return,Livres tournois,,Unspecified in source,,
GD104_T003,GD104,Return,Créances à recouvrer,30445.27,,0,OR,Return,Livres tournois,Créances réparties en proportion du coût de l’expédition p. 198,Doubtful credit,,
GD105_T001,GD105,Expenditure,Various (Total des frais),122222,,0,,Outfitting,Livres tournois,,Various,,
GD105_T002,GD105,Return,Not specified,251022,,0,,Return,Livres tournois,,Unspecified in source,,
GD105_T003,GD105,Return,Créances à recouvrer,23393.172,,0,OR,Return,Livres tournois,Créances réparties en proportion du coût de l’expédition p. 198,Doubtful credit,,
GD106_T001,GD106,Expenditure,Various (Total des frais),131053,,0,,Outfitting,Livres tournois,,Various,,
GD106_T002,GD106,Return,Not specified,188465,,0,,Return,Livres tournois,,Unspecified in source,,
GD106_T003,GD106,Return,Créances à recouvrer,25083.418,,0,OR,Return,Livres tournois,Créances réparties en proportion du coût de l’expédition p. 198,Doubtful credit,,
GD107_T001,GD107,Expenditure,Various (Total des frais),249023,,0,,Outfitting,Livres tournois,,Various,,
GD107_T002,GD107,Return,Not specified,199217,,0,,Return,Livres tournois,,Unspecified in source,,
GD107_T003,GD107,Return,Créances à recouvrer,47662.762,,0,OR,Return,Livres tournois,Créances réparties en proportion du coût de l’expédition p. 198,Doubtful credit,,
GD108_T001,GD108,Expenditure,Various (Total des frais),278393,,0,,Outfitting,Livres tournois,,Various,,
GD108_T002,GD108,Return,vente de l’épave,34300,,0,,Return,Livres tournois,,Value of ship after arrival,,
GD109_T001,GD109,Return,sale of slave,255674,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD109_T002,GD109,Return,Receipts in cash or letters,47268,,0,,Return,Livres tournois,,Various,,
GD109_T003,GD109,Return,To be collected,81900,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD110_T001,GD110,Return,sale of slave,248180,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD110_T002,GD110,Return,Receipts in cash or letters,80474,,0,,Return,Livres tournois,,Various,,
GD110_T003,GD110,Return,To be collected,153576,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD111_T001,GD111,Expenditure,Cost of the mise hors,130000,,0,,Outfitting,Livres tournois,,Unspecified in source,,
GD111_T002,GD111,Return,sale of slave,261236,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD111_T003,GD111,Return,Receipts in cash or letters,79543,,0,,Return,Livres tournois,,Various,,
GD111_T004,GD111,Return,To be collected,201218,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD112_T001,GD112,Expenditure,Cost of the mise hors,200518,,0,,After outfitting,Livres tournois,,Unspecified in source,,
GD112_T002,GD112,Return,sale of slave,340976,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD112_T003,GD112,Return,Receipts in specie. all turned into goods,81834,,0,,Return,Livres tournois,,Sales of other goods,,
GD112_T004,GD112,Return,Receipts in letters,33182,,0,,Return,Livres tournois,,Credit,,
GD112_T005,GD112,Return,To be collected,85244,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD113_T001,GD113,Return,sale of slave,740520,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD113_T002,GD113,Return,Receipts in specie,212953,,0,,Return,Livres tournois,,Unspecified in source,,
GD113_T003,GD113,Return,Receipts in letters,302567,,0,,Return,Livres tournois,,Credit,,
GD113_T004,GD113,Return,To be collected,527567,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD114_T001,GD114,Expenditure,Cost of the mise hors,240640,,0,,After outfitting,Livres tournois,,Unspecified in source,,
GD114_T002,GD114,Return,sale of slave,505155,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD114_T003,GD114,Return,Receipts in cash or letters,57817,,0,,Return,Livres tournois,,Various,,
GD114_T004,GD114,Return,To be collected,294414,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD115_T001,GD115,Expenditure,Cost of the mise hors,182111,,0,,After outfitting,Livres tournois,,Unspecified in source,,
GD115_T002,GD115,Return,sale of slave,448856,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD115_T003,GD115,Return,Receipts in cash or letters,86912,,0,,Return,Livres tournois,,Various,,
GD116_T001,GD116,Expenditure,Cost of the mise hors,180050,,0,,After outfitting,Livres tournois,,Unspecified in source,,
GD116_T002,GD116,Return,sale of slave,806710,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD116_T003,GD116,Return,Receipts in cash or letters,336426,,0,,Return,Livres tournois,,Various,,
GD116_T004,GD116,Return,To be collected,115685,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD117_T001,GD117,Expenditure,Cost of the mise hors,177000,,0,,After outfitting,Livres tournois,,Unspecified in source,,
GD117_T002,GD117,Return,sale of slave,587996,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD117_T003,GD117,Return,Receipts in cash or letters,199211,,0,,Return,Livres tournois,,Various,,
GD117_T004,GD117,Return,To be collected,262102,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD118_T001,GD118,Return,sale of slave,900450,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD118_T002,GD118,Return,Receipts in cash or letters,300000,,0,,Return,Livres tournois,,Various,,
GD118_T003,GD118,Return,To be collected,230787,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD119_T001,GD119,Expenditure,Cost of the mise hors,300000,,0,,After outfitting,Livres tournois,,Unspecified in source,,
GD119_T002,GD119,Return,sale of slave,666217,,0,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,,
GD119_T003,GD119,Return,Receipts in cash,80030,,0,,Return,Livres tournois,,Unspecified in source,,
GD119_T004,GD119,Return,To be collected,466000,,0,OR,Return,Livres tournois,,Doubtful credit,,
GD120_T001,GD120,Expenditure,Cargo (cargaison),122667.85,,0,,Outfitting,Livres tournois,,Sales of other goods,-79137,1743
GD120_T002,GD120,Expenditure,victuals (vivres),13000,,1,,Transactions during voyage,Livres tournois,Check the intermediary status (I did not find the number in the source GD),Victuals,,
GD120_T003,GD120,Expenditure,augmentation de léargent de léAmerique sur celle de la France é raison de 33 1/3é% de bénéfice,40887.285,,0,,Return,Livres tournois,,Various,-78892,1744
GD120_T004,GD120,Expenditure,Commission 5é%,19210.5,,0,,Return,Livres tournois,,Commission,-78726,1744
GD120_T005,GD120,Expenditure,éépour votre bénéfice sur la dite vente tant en crédit quéen ma possésionéé,486614.13,,0,,Return,Livres tournois,,Various,-78726,1744
GD120_T006,GD120,Return,« pour le montant des marchandises de l’Amérique. l’or et le morphil. chargé dans le navire que j’ai expedié «,224988.42,,0,,Return,Livres tournois,,Sales of other goods,-78726,1744
GD120_T007,GD120,Return,éépour le montant des marchandises chargé é léadresse de Coullandeau de bordeaixé pour votre compteéé,204060,,0,,Return,Livres tournois,,Various,-78648,1744
GD120_T008,GD120,Return,ééidem dans le navire le Mentor é léadresse de M Ruisse de Marseilleéé,190329,,0,,Return,Livres tournois,,Various,-78619,1744
GD120_T009,GD120,Return,ééPour le montant de votre intérét dans les marchandises chargées par le Kouida pour compte entre vous et moi. é votre adresseéé,20105.512,,0,,Return,Livres tournois,,Various,-78509,1745
GD120_T010,GD120,Return,récapitulation pour les négreséé,640350,,1,,Transactions during voyage,Livres tournois,,Sales of enslaved people ,-78726,1744
GD120_T011,GD120,Return,Not specified,29915.813,,0,,Return,Livres tournois,,Unspecified in source,-78509,1745
GD120_T012,GD120,Return,Not specified,669041.75,,0,,Return,Livres tournois,,Unspecified in source,-78363,1745
GD121_T001,GD121,Expenditure,Cargo (cargaison),102010.77,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD121_T002,GD121,Expenditure,frais sur place,15486.825,,1,,Transactions during voyage,Livres tournois,,Various,,
GD121_T003,GD121,Expenditure,not specified,37404,,1,,Transactions during voyage,Livres tournois,,Unspecified in source,,
GD121_T004,GD121,Expenditure,not specified,55630.801,,1,,Transactions during voyage,Livres tournois,,Unspecified in source,,
GD121_T005,GD121,Expenditure,frais sur place(cap),35408,,1,,Transactions during voyage,Livres tournois,,Various,,
GD121_T006,GD121,Return,not specified,5740,,1,,Transactions during voyage,Livres tournois,,Unspecified in source,,
GD121_T007,GD121,Return,not specified,3742,,1,,Transactions during voyage,Livres tournois,,Unspecified in source,,
GD121_T008,GD121,Expenditure,not specified,196099,,0,,Return,Livres tournois,,Unspecified in source,,
GD122_T001,GD122,Return,total,187554,,0,,Return,Livres tournois,,Unspecified in source,,
GD123_T001,GD123,Expenditure,Participation Van Alstein,11757.713,,0,,Outfitting,Livres tournois,,Crew costs,,
GD123_T002,GD123,Expenditure,radoub,13962.275,,0,,Outfitting,Livres tournois,,Outfitting costs,,
GD123_T003,GD123,Expenditure,Victuals (Vivre),18097.551,,0,,Outfitting,Livres tournois,,Victuals,,
GD123_T004,GD123,Expenditure,Cargo (cargaison),115811.64,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD123_T005,GD123,Expenditure,Advance pay to crew (Avances),2809.7,,0,,Outfitting,Livres tournois,,Crew costs,,
GD123_T006,GD123,Expenditure,frais de cargaison,3768.5249,,0,,Outfitting,Livres tournois,,Sales of other goods,,
GD123_T007,GD123,Return,sold of the vessel,9200,,0,,Return,Livres tournois,,Value of ship after arrival,-68705,1771
GD123_T008,GD123,Expenditure,du to the crew,14708.384,,1,,Transactions during voyage,Livres tournois,,Crew costs,,
